11, 211
109, 241
165, 214
198, 242
187, 210
23, 265
25, 56
154, 226
7, 164
194, 263
3, 169
97, 138
234, 249
68, 71
13, 175
24, 227
128, 203
33, 224
41, 133
46, 243
81, 99
7, 13
169, 250
155, 196
48, 84
87, 112
113, 225
65, 262
62, 201
159, 254
214, 226
234, 237
115, 126
97, 145
4, 252
150, 213
70, 263
141, 194
53, 202
62, 267
57, 247
127, 175
66, 68
36, 209
6, 114
76, 134
147, 230
73, 129
120, 151
22, 45
172, 243
35, 57
59, 69
183, 200
19, 234
155, 177
25, 128
15, 115
147, 175
17, 141
44, 122
140, 244
15, 129
114, 243
174, 215
232, 259
95, 143
13, 62
17, 106
264, 266
49, 183
137, 261
133, 173
158, 262
32, 248
10, 154
33, 94
186, 262
219, 242
125, 127
89, 166
29, 206
183, 257
183, 264
24, 234
17, 93
19, 184
174, 214
70, 134
15, 20
107, 113
192, 228
1, 162
19, 22
98, 243
31, 222
45, 105
115, 151
20, 22
15, 116
