43, 239
84, 225
64, 132
117, 227
67, 209
24, 51
71, 138
111, 180
17, 87
157, 228
120, 138
34, 44
35, 75
31, 62
173, 203
77, 154
124, 246
58, 160
43, 61
64, 197
154, 176
26, 64
6, 59
43, 250
120, 211
44, 217
67, 149
111, 263
182, 238
154, 212
26, 186
9, 212
227, 267
42, 210
40, 136
59, 192
185, 218
88, 267
139, 175
44, 70
146, 263
119, 143
21, 185
143, 195
20, 178
106, 254
36, 45
193, 202
85, 172
62, 244
130, 158
54, 243
78, 149
99, 157
20, 113
42, 45
82, 148
175, 253
180, 243
11, 150
175, 197
64, 92
165, 263
73, 109
25, 140
164, 258
51, 129
25, 117
75, 220
111, 247
6, 97
109, 242
42, 202
15, 43
29, 88
179, 201
95, 151
47, 123
93, 217
46, 163
14, 209
20, 243
29, 118
158, 164
42, 57
133, 192
46, 242
67, 106
45, 61
25, 158
112, 182
92, 102
1, 22
139, 243
127, 140
91, 138
186, 223
126, 132
43, 125
83, 123
