46, 70
119, 131
78, 96
150, 197
116, 163
28, 132
113, 253
130, 140
97, 159
54, 125
138, 188
25, 66
48, 266
107, 150
41, 237
132, 212
122, 138
131, 236
153, 194
142, 221
148, 170
23, 102
93, 134
27, 139
106, 255
80, 88
111, 244
111, 200
86, 117
96, 155
39, 262
70, 215
17, 233
17, 250
34, 47
21, 177
129, 214
91, 164
135, 158
146, 175
107, 141
85, 229
148, 157
27, 151
149, 198
142, 187
32, 232
124, 155
81, 173
76, 118
80, 190
27, 104
26, 99
48, 79
94, 139
98, 100
65, 154
106, 178
36, 155
136, 217
152, 194
154, 255
69, 103
44, 57
129, 231
166, 221
102, 198
33, 95
30, 85
73, 233
58, 240
91, 197
31, 46
8, 60
137, 143
116, 198
27, 188
156, 216
88, 155
158, 206
149, 264
133, 223
59, 106
62, 203
36, 238
81, 119
43, 176
108, 227
43, 53
109, 257
82, 132
87, 203
92, 117
59, 117
1, 152
104, 150
141, 151
75, 98
67, 129
172, 224
