80, 128
48, 142
47, 58
221, 247
9, 235
6, 62
72, 208
50, 185
146, 147
90, 148
47, 100
140, 246
79, 81
16, 158
77, 141
125, 266
126, 247
57, 245
155, 174
158, 189
154, 252
204, 213
85, 140
151, 198
99, 255
164, 246
93, 201
196, 221
62, 66
3, 175
71, 237
50, 74
44, 78
153, 259
58, 154
21, 84
62, 260
67, 189
11, 128
101, 223
9, 97
63, 184
140, 170
65, 243
91, 251
51, 142
47, 198
83, 120
49, 79
250, 262
87, 88
59, 182
118, 143
39, 218
196, 216
2, 222
85, 86
79, 141
36, 258
65, 140
101, 144
84, 124
74, 247
57, 98
163, 181
21, 27
90, 137
33, 77
4, 218
242, 252
19, 103
24, 183
99, 251
128, 219
70, 167
12, 68
69, 143
85, 211
35, 95
151, 162
57, 174
47, 202
149, 185
147, 158
29, 68
2, 171
114, 199
185, 238
225, 259
49, 186
98, 120
57, 124
13, 259
52, 252
198, 202
108, 181
60, 127
23, 258
84, 257
30, 198
