7, 134
61, 76
127, 253
13, 147
141, 245
131, 153
153, 214
60, 87
154, 209
129, 143
78, 226
135, 166
33, 68
136, 172
61, 250
186, 192
23, 138
77, 225
85, 198
261, 266
21, 85
57, 140
164, 222
44, 64
122, 242
21, 113
67, 166
4, 221
176, 242
105, 233
166, 262
124, 199
98, 163
68, 220
106, 220
43, 265
78, 204
111, 123
146, 188
53, 264
201, 262
62, 110
171, 259
67, 78
89, 235
22, 44
123, 194
82, 122
7, 172
29, 201
89, 181
240, 262
207, 229
124, 201
152, 251
196, 200
81, 102
133, 226
81, 192
3, 248
58, 82
116, 237
94, 263
38, 126
93, 264
44, 127
43, 130
41, 105
200, 232
99, 110
33, 82
24, 221
174, 181
87, 170
102, 261
102, 244
108, 231
85, 119
10, 87
108, 194
132, 244
77, 137
121, 156
114, 258
29, 140
185, 193
67, 153
89, 150
162, 181
263, 264
99, 217
155, 158
3, 195
203, 240
205, 233
44, 157
161, 234
29, 163
13, 152
121, 226
