13, 113
58, 200
7, 108
71, 157
56, 229
141, 180
157, 247
38, 104
52, 117
140, 241
19, 161
107, 265
69, 106
78, 174
124, 180
55, 222
79, 150
42, 119
150, 229
75, 208
28, 40
144, 161
21, 195
91, 233
90, 228
75, 253
72, 263
112, 245
189, 228
88, 174
1, 11
117, 261
60, 197
53, 101
35, 131
41, 98
10, 207
7, 49
104, 252
1, 263
117, 212
5, 10
48, 127
122, 209
142, 178
145, 156
34, 99
124, 189
9, 75
105, 171
124, 127
99, 171
3, 198
48, 85
102, 187
31, 136
15, 105
33, 128
142, 227
158, 234
24, 235
48, 165
160, 201
146, 217
65, 237
11, 193
71, 232
96, 200
33, 141
121, 159
62, 68
146, 203
89, 214
131, 196
24, 152
81, 97
87, 143
129, 187
85, 184
78, 260
12, 115
36, 54
85, 217
46, 133
39, 99
11, 33
204, 250
26, 62
93, 94
25, 187
38, 137
48, 109
105, 239
66, 171
126, 214
14, 57
64, 246
13, 120
99, 188
10, 13
