99, 127
10, 257
10, 147
68, 182
60, 267
144, 187
41, 157
161, 244
161, 164
132, 216
1, 61
5, 199
26, 200
33, 212
91, 238
156, 263
13, 156
190, 212
69, 78
120, 145
56, 72
44, 225
222, 250
117, 129
77, 249
31, 168
122, 266
29, 153
170, 255
88, 259
52, 140
25, 86
82, 142
58, 149
140, 248
12, 182
74, 150
126, 263
78, 236
123, 130
190, 224
30, 185
82, 97
204, 251
62, 167
55, 248
91, 207
83, 91
190, 222
68, 248
52, 55
15, 137
172, 180
57, 173
218, 265
69, 80
45, 228
187, 266
75, 142
121, 260
124, 178
27, 178
156, 180
44, 197
165, 180
59, 229
179, 252
33, 203
17, 27
46, 254
16, 62
66, 222
24, 262
99, 237
79, 118
54, 107
9, 149
55, 149
77, 123
121, 266
123, 128
44, 50
54, 247
69, 157
129, 265
31, 148
174, 199
27, 204
69, 259
26, 265
35, 60
8, 204
46, 256
47, 71
37, 241
16, 77
139, 235
39, 124
46, 69
133, 210
