61, 97
38, 115
103, 130
26, 236
25, 244
82, 217
88, 159
6, 228
72, 239
101, 103
94, 232
8, 135
114, 224
102, 192
88, 240
135, 263
76, 209
2, 148
124, 164
96, 159
45, 167
28, 198
20, 38
162, 176
108, 238
7, 177
135, 237
32, 33
82, 145
56, 214
47, 162
129, 218
53, 86
104, 266
68, 100
79, 170
102, 139
122, 212
80, 195
25, 237
54, 202
92, 212
117, 160
23, 150
41, 213
3, 233
18, 105
30, 201
57, 211
29, 55
13, 64
88, 145
97, 124
85, 234
172, 185
104, 215
8, 161
102, 104
37, 148
94, 153
11, 81
51, 215
13, 97
43, 235
122, 227
71, 224
112, 198
126, 233
39, 228
18, 69
82, 214
24, 226
56, 70
11, 83
150, 234
66, 212
86, 193
29, 155
145, 250
95, 266
10, 150
126, 139
11, 103
112, 263
81, 263
29, 85
91, 181
130, 181
119, 255
58, 211
60, 172
94, 121
25, 82
122, 249
25, 216
112, 170
122, 224
54, 70
34, 170
102, 221
