0	71, 75
1	8, 32, 16
2	96, 103, 104
3	1, 5, 39
4	25, 33, 23
5	76, 83
6	64, 87
7	115, 146
8	214, 224, 233
9	172, 175, 176, 188
10	215, 217
11	131, 135, 126
12	180, 186
13	11, 36
14	223, 230, 236, 238
15	67, 82
16	152, 165, 162
17	12, 30, 26
18	118, 148
19	153, 169
20	200, 205, 204
21	232, 239, 229
22	250, 264, 243, 267
23	116, 133
24	173, 194, 177
25	41, 48
26	254, 265
27	170, 192
28	2, 18
29	50, 53
30	110, 112, 98
31	181, 195
32	219, 227, 220
33	14, 34, 7
34	124, 138
35	187, 191, 179
36	253, 257, 241, 261
37	171, 190, 178
38	196, 206
39	174, 182
40	42, 45, 56
41	226, 235, 221
42	15, 38
43	132, 142
44	97, 108, 101
45	4, 37
46	240, 262, 255
47	256, 258
48	119, 136
49	66, 80
50	213, 216, 228, 231
51	90, 114
52	139, 145
53	161, 163
54	245, 249
55	47, 58
56	154, 160
57	92, 107
58	54, 63
59	94, 105
60	244, 263
61	52, 55
62	122, 127
63	234, 237
64	46, 60
65	248, 266
66	10, 28
67	13, 19
68	151, 159
69	43, 61
70	3
71	6
72	9
73	17
74	20
75	21
76	22
77	24
78	27
79	29
80	31
81	35
82	40
83	44
84	49
85	51
86	57
87	59
88	62
89	65
90	68
91	69
92	70
93	72
94	73
95	74
96	77
97	78
98	79
99	81
100	84
101	85
102	86
103	88
104	89
105	91
106	93
107	95
108	99
109	100
110	102
111	106
112	109
113	111
114	113
115	117
116	120
117	121
118	123
119	125
120	128
121	129
122	130
123	134
124	137
125	140
126	141
127	143
128	144
129	147
130	149
131	150
132	155
133	156
134	157
135	158
136	164
137	166
138	167
139	168
140	183
141	184
142	185
143	189
144	193
145	197
146	198
147	199
148	201
149	202
150	203
151	207
152	208
153	209
154	210
155	211
156	212
157	218
158	222
159	225
160	242
161	246
162	247
163	251
164	252
165	259
166	260
