0	224, 233, 214
1	211, 218, 222
2	77, 82, 67
3	212, 217, 215
4	41, 48, 44
5	137, 145, 139
6	12, 26, 30
7	7, 31, 34, 14
8	59, 61, 43
9	254, 265, 252
10	232, 239, 229
11	73, 80, 66
12	1, 5, 3, 39
13	199, 206, 196
14	197, 209, 208
15	70, 72, 79
16	164, 169, 153
17	71, 84, 75, 74
18	203, 207
19	103, 104, 96
20	118, 148, 149
21	112, 113, 110, 98
22	50, 58, 53, 47
23	259, 260, 242, 251
24	49, 51, 63, 54
25	253, 261, 257, 241
26	158, 163, 161
27	172, 175, 176, 188
28	109, 114, 90
29	152, 162, 165
30	6, 9, 19, 13
31	151, 166, 159
32	8, 32, 16, 21
33	250, 264, 243, 267
34	11, 36, 29
35	155, 167
36	76, 83, 87, 64
37	2, 18, 35
38	202, 205, 204, 200
39	223, 230, 238, 236
40	17, 38, 4, 37, 15
41	216, 228, 213, 231
42	173, 194, 177
43	91, 105, 94
44	219, 220, 227
45	122, 123, 127
46	116, 133, 128
47	81, 88, 68
48	10, 22, 28
49	20, 27, 24
50	180, 186, 183
51	131, 135, 147, 126
52	23, 33, 25
53	170, 192, 184
54	78, 86, 65
55	156, 157, 168
56	115, 146, 121
57	69, 85
58	185, 191, 187, 179
59	99, 102
60	95, 100
61	52, 60, 46, 55
62	93, 111
63	119, 130, 136
64	240, 262, 255
65	129, 144
66	226, 235, 225, 221
67	97, 108, 101, 89
68	171, 190, 178
69	117, 134
70	42, 45, 40, 56
71	256, 258, 246, 247
72	248, 249, 245, 266
73	174, 182, 189
74	181, 195, 193
75	132, 142, 125
76	124, 138
77	201, 210, 198
78	92, 107, 106
79	154, 160, 150
80	57, 62
81	120, 141
82	244, 263
83	140, 143
84	234, 237
