0	75, 84, 71, 74
1	93, 111
2	214, 233, 224
3	211, 222, 218
4	7, 31, 34, 14
5	17, 37, 15, 38, 4
6	176, 188, 172, 175
7	67, 77, 82
8	50, 58, 53, 47
9	96, 103, 104
10	115, 146, 121
11	11, 36, 29
12	41, 48, 44
13	6, 9, 19, 13
14	20, 27, 24
15	212, 217, 215
16	199, 206, 196
17	81, 88, 68
18	170, 184, 192
19	253, 261, 257, 241
20	243, 250, 264, 267
21	72, 79, 70
22	153, 169, 164
23	242, 259, 260, 251
24	64, 87, 83, 76
25	99, 102
26	151, 166, 159
27	66, 73, 80
28	69, 85
29	78, 86, 65
30	183, 186, 180
31	252, 265, 254
32	219, 220, 227
33	232, 239, 229
34	23, 33, 25
35	95, 100
36	230, 236, 238, 223
37	137, 139, 145
38	51, 54, 49, 63
39	1, 39, 5, 3
40	202, 204, 205, 200
41	119, 130, 136
42	173, 194, 177
43	185, 191, 187, 179
44	12, 26, 30
45	197, 209, 208
46	131, 135, 147, 126
47	155, 167
48	16, 21, 8, 32
49	122, 123, 127
50	216, 228, 213, 231
51	91, 105, 94
52	156, 157, 168
53	152, 165, 162
54	109, 114, 90
55	18, 35, 2
56	118, 148, 149
57	158, 163, 161
58	52, 60, 46, 55
59	59, 61, 43
60	10, 22, 28
61	116, 133, 128
62	203, 207
63	112, 113, 110, 98
64	182, 189, 174
65	132, 142, 125
66	117, 134
67	171, 190, 178
68	97, 101, 108, 89
69	256, 258, 246, 247
70	255, 262, 240
71	226, 235, 225, 221
72	42, 45, 40, 56
73	248, 249, 245, 266
74	181, 195, 193
75	124, 138
76	129, 144
77	154, 160, 150
78	106, 107, 92
79	201, 210, 198
80	120, 141
81	57, 62
82	140, 143
83	244, 263
84	234, 237
