0	153, 169, 164
1	230, 236, 238, 223
2	243, 250, 264, 267
3	203, 207
4	70, 72, 79
5	219, 220, 227
6	71, 75, 84, 74
7	8, 16, 21, 32
8	212, 217, 215
9	53, 58, 50, 47
10	158, 163, 161
11	202, 204, 205, 200
12	131, 135, 126, 147
13	119, 130, 136
14	98, 110, 112, 113
15	49, 51, 63, 54
16	208, 209, 197
17	52, 60, 46, 55
18	25, 33, 23
19	3, 5, 1, 39
20	196, 199, 206
21	214, 224, 233
22	11, 29, 36
23	2, 18, 35
24	252, 265, 254
25	180, 183, 186
26	67, 82, 77
27	68, 88, 81
28	15, 17, 37, 38, 4
29	78, 86, 65
30	216, 228, 213, 231
31	26, 30, 12
32	152, 165, 162
33	137, 139, 145
34	172, 176, 175, 188
35	93, 111
36	241, 261, 257, 253
37	96, 103, 104
38	20, 27, 24
39	91, 105, 94
40	73, 80, 66
41	116, 133, 128
42	41, 48, 44
43	259, 260, 242, 251
44	95, 100
45	211, 222, 218
46	151, 166, 159
47	232, 239, 229
48	7, 31, 34, 14
49	170, 192, 184
50	59, 61, 43
51	64, 87, 83, 76
52	115, 146, 121
53	10, 22, 28
54	6, 9, 19, 13
55	122, 123, 127
56	69, 85
57	99, 102
58	118, 148, 149
59	173, 194, 177
60	185, 191, 187, 179
61	155, 167
62	109, 114, 90
63	156, 157, 168
64	132, 142, 125
65	246, 258, 256, 247
66	97, 108, 89, 101
67	181, 195, 193
68	129, 144
69	40, 45, 56, 42
70	240, 262, 255
71	117, 134
72	171, 190, 178
73	248, 249, 245, 266
74	124, 138
75	226, 235, 225, 221
76	182, 189, 174
77	154, 160, 150
78	198, 210, 201
79	92, 107, 106
80	57, 62
81	120, 141
82	140, 143
83	244, 263
84	234, 237
