0	170, 192, 184
1	112, 113, 110, 98
2	83, 87, 64, 76
3	16, 21, 8, 32
4	259, 260, 242, 251
5	71, 74, 75, 84
6	183, 186, 180
7	1, 5, 3, 39
8	197, 209, 208
9	70, 72, 79
10	68, 81, 88
11	254, 265, 252
12	25, 33, 23
13	12, 26, 30
14	50, 58, 53, 47
15	73, 80, 66
16	223, 230, 238, 236
17	10, 22, 28
18	131, 135, 147, 126
19	96, 104, 103
20	93, 111
21	4, 38, 17, 15, 37
22	41, 48, 44
23	59, 61, 43
24	31, 34, 7, 14
25	216, 228, 213, 231
26	153, 164, 169
27	202, 205, 204, 200
28	91, 105, 94
29	109, 114, 90
30	215, 217, 212
31	241, 261, 257, 253
32	67, 77, 82
33	49, 63, 51, 54
34	95, 100
35	78, 86, 65
36	176, 188, 172, 175
37	152, 162, 165
38	137, 139, 145
39	211, 218, 222
40	203, 207
41	196, 199, 206
42	6, 9, 19, 13
43	214, 224, 233
44	232, 239, 229
45	185, 191, 187, 179
46	52, 60, 46, 55
47	2, 18, 35
48	119, 130, 136
49	116, 133, 128
50	156, 157, 168
51	158, 163, 161
52	69, 85
53	243, 250, 264, 267
54	115, 146, 121
55	151, 166, 159
56	11, 36, 29
57	20, 27, 24
58	155, 167
59	219, 220, 227
60	122, 123, 127
61	118, 148, 149
62	173, 194, 177
63	99, 102
64	40, 45, 56, 42
65	248, 249, 245, 266
66	240, 262, 255
67	101, 108, 97, 89
68	174, 182, 189
69	129, 144
70	132, 142, 125
71	256, 258, 246, 247
72	181, 195, 193
73	117, 134
74	171, 190, 178
75	124, 138
76	226, 235, 225, 221
77	154, 160, 150
78	201, 210, 198
79	92, 107, 106
80	120, 141
81	57, 62
82	244, 263
83	140, 143
84	234, 237
