0	18, 35, 2
1	7, 34, 31, 14
2	215, 217, 212
3	51, 54, 49, 63
4	99, 102
5	78, 86, 65
6	53, 58, 50, 47
7	180, 183, 186
8	81, 88, 68
9	164, 169, 153
10	242, 259, 260, 251
11	6, 9, 19, 13
12	243, 250, 264, 267
13	252, 265, 254
14	199, 206, 196
15	204, 205, 202, 200
16	158, 163, 161
17	74, 75, 71, 84
18	96, 103, 104
19	219, 220, 227
20	211, 222, 218
21	77, 82, 67
22	95, 100
23	185, 191, 187, 179
24	151, 166, 159
25	4, 38, 17, 15, 37
26	257, 261, 241, 253
27	20, 27, 24
28	173, 194, 177
29	66, 73, 80
30	11, 29, 36
31	64, 87, 83, 76
32	223, 230, 238, 236
33	1, 39, 5, 3
34	109, 114, 90
35	91, 105, 94
36	155, 167
37	216, 228, 213, 231
38	197, 209, 208
39	59, 61, 43
40	162, 165, 152
41	26, 30, 12
42	69, 85
43	70, 79, 72
44	137, 139, 145
45	214, 233, 224
46	131, 135, 126, 147
47	112, 113, 110, 98
48	16, 21, 8, 32
49	118, 148, 149
50	172, 176, 175, 188
51	115, 146, 121
52	156, 157, 168
53	10, 22, 28
54	170, 192, 184
55	23, 33, 25
56	122, 123, 127
57	93, 111
58	203, 207
59	119, 130, 136
60	41, 48, 44
61	232, 239, 229
62	116, 133, 128
63	52, 60, 46, 55
64	255, 262, 240
65	42, 45, 40, 56
66	97, 108, 101, 89
67	256, 258, 246, 247
68	226, 235, 225, 221
69	171, 190, 178
70	193, 195, 181
71	117, 134
72	248, 249, 245, 266
73	129, 144
74	132, 142, 125
75	124, 138
76	174, 182, 189
77	92, 107, 106
78	201, 210, 198
79	154, 160, 150
80	244, 263
81	140, 143
82	120, 141
83	57, 62
84	234, 237
