0	122, 123, 127
1	172, 175, 176, 188
2	204, 205, 202, 200
3	162, 165, 152
4	137, 139, 145
5	197, 209, 208
6	64, 87, 83, 76
7	68, 81, 88
8	69, 85
9	219, 220, 227
10	251, 259, 260, 242
11	185, 191, 187, 179
12	18, 35, 2
13	241, 261, 257, 253
14	71, 84, 75, 74
15	67, 82, 77
16	180, 183, 186
17	20, 27, 24
18	164, 169, 153
19	211, 222, 218
20	7, 31, 34, 14
21	72, 79, 70
22	232, 239, 229
23	95, 100
24	243, 250, 264, 267
25	216, 228, 213, 231
26	223, 230, 238, 236
27	16, 21, 8, 32
28	252, 265, 254
29	15, 17, 37, 38, 4
30	212, 215, 217
31	131, 135, 147, 126
32	49, 51, 63, 54
33	11, 36, 29
34	112, 113, 110, 98
35	151, 166, 159
36	10, 22, 28
37	203, 207
38	170, 192, 184
39	91, 105, 94
40	156, 157, 168
41	199, 206, 196
42	3, 5, 1, 39
43	73, 80, 66
44	118, 148, 149
45	109, 114, 90
46	158, 163, 161
47	12, 30, 26
48	214, 233, 224
49	115, 146, 121
50	99, 102
51	50, 53, 58, 47
52	96, 104, 103
53	59, 61, 43
54	116, 133, 128
55	93, 111
56	155, 167
57	119, 130, 136
58	41, 48, 44
59	52, 60, 46, 55
60	23, 33, 25
61	78, 86, 65
62	173, 194, 177
63	6, 9, 19, 13
64	129, 144
65	101, 108, 97, 89
66	248, 249, 245, 266
67	124, 138
68	240, 262, 255
69	226, 235, 225, 221
70	181, 195, 193
71	256, 258, 246, 247
72	117, 134
73	132, 142, 125
74	40, 45, 56, 42
75	182, 189, 174
76	178, 190, 171
77	198, 210, 201
78	92, 107, 106
79	154, 160, 150
80	140, 143
81	120, 141
82	57, 62
83	244, 263
84	234, 237
