0	232, 239, 229
1	170, 192, 184
2	95, 100
3	71, 84, 75, 74
4	252, 254, 265
5	230, 236, 238, 223
6	224, 233, 214
7	211, 218, 222
8	26, 30, 12
9	212, 215, 217
10	185, 191, 187, 179
11	73, 80, 66
12	96, 103, 104
13	119, 130, 136
14	176, 188, 172, 175
15	70, 72, 79
16	17, 37, 38, 15, 4
17	8, 16, 32, 21
18	64, 87, 83, 76
19	196, 199, 206
20	25, 33, 23
21	204, 205, 200, 202
22	242, 260, 259, 251
23	1, 39, 5, 3
24	10, 22, 28
25	253, 261, 257, 241
26	52, 60, 46, 55
27	180, 186, 183
28	68, 88, 81
29	131, 135, 147, 126
30	250, 264, 243, 267
31	7, 34, 14, 31
32	41, 48, 44
33	18, 35, 2
34	20, 27, 24
35	50, 58, 53, 47
36	116, 133, 128
37	203, 207
38	153, 169, 164
39	137, 139, 145
40	6, 9, 19, 13
41	115, 146, 121
42	49, 51, 63, 54
43	208, 209, 197
44	67, 82, 77
45	219, 220, 227
46	152, 162, 165
47	93, 111
48	59, 61, 43
49	118, 148, 149
50	216, 228, 213, 231
51	122, 123, 127
52	156, 157, 168
53	112, 113, 110, 98
54	69, 85
55	78, 86, 65
56	11, 29, 36
57	91, 105, 94
58	99, 102
59	109, 114, 90
60	173, 194, 177
61	89, 108, 97, 101
62	124, 138
63	174, 182, 189
64	255, 262, 240
65	247, 256, 246, 258
66	181, 195, 193
67	248, 249, 245, 266
68	171, 190, 178
69	40, 45, 56, 42
70	117, 134
71	132, 142, 125
72	226, 235, 225, 221
73	159, 166, 151
74	129, 144
75	106, 107, 92
76	198, 210, 201
77	154, 160, 150
78	161, 163, 158
79	120, 141
80	140, 143
81	57, 62
82	244, 263
83	234, 237
84	155
85	167
