0	158, 163, 161
1	153, 169, 164
2	252, 265, 254
3	208, 209, 197
4	204, 205, 202, 200
5	156, 157, 168
6	76, 83, 87, 64
7	31, 34, 7, 14
8	170, 192, 184
9	131, 135, 147, 126
10	211, 222, 218
11	219, 220, 227
12	1, 39, 5, 3
13	93, 111
14	257, 261, 241, 253
15	53, 58, 50, 47
16	96, 103, 104
17	52, 60, 46, 55
18	250, 264, 243, 267
19	20, 27, 24
20	112, 113, 110, 98
21	224, 233, 214
22	68, 88, 81
23	176, 188, 172, 175
24	119, 130, 136
25	2, 18, 35
26	4, 38, 17, 37, 15
27	10, 22, 28
28	16, 21, 8, 32
29	51, 54, 49, 63
30	115, 146, 121
31	78, 86, 65
32	232, 239, 229
33	95, 100
34	180, 183, 186
35	118, 148, 149
36	242, 259, 260, 251
37	71, 75, 84, 74
38	73, 80, 66
39	12, 30, 26
40	196, 199, 206
41	70, 72, 79
42	6, 9, 19, 13
43	223, 230, 238, 236
44	212, 215, 217
45	11, 29, 36
46	216, 228, 213, 231
47	23, 33, 25
48	77, 82, 67
49	185, 191, 187, 179
50	137, 139, 145
51	69, 85
52	203, 207
53	59, 61, 43
54	162, 165, 152
55	151, 166, 159
56	41, 48, 44
57	116, 133, 128
58	122, 123, 127
59	155, 167
60	99, 102
61	109, 114, 90
62	173, 194, 177
63	91, 105, 94
64	171, 190, 178
65	117, 134
66	89, 97, 108, 101
67	124, 138
68	226, 235, 225, 221
69	182, 189, 174
70	246, 258, 256, 247
71	240, 262, 255
72	129, 144
73	42, 45, 40, 56
74	193, 195, 181
75	132, 142, 125
76	248, 249, 245, 266
77	201, 210, 198
78	106, 107, 92
79	154, 160, 150
80	120, 141
81	244, 263
82	57, 62
83	140, 143
84	234, 237
