0	91, 105, 94
1	67, 77, 82
2	7, 34, 31, 14
3	224, 233, 214
4	96, 103, 104
5	26, 30, 12
6	71, 84, 75, 74
7	162, 165, 152
8	52, 60, 46, 55
9	98, 110, 112, 113
10	156, 157, 168
11	185, 191, 187, 179
12	250, 264, 243, 267
13	196, 199, 206
14	223, 230, 238, 236
15	202, 204, 205, 200
16	211, 222, 218
17	251, 259, 260, 242
18	50, 53, 58, 47
19	68, 88, 81
20	8, 16, 21, 32
21	2, 18, 35
22	64, 87, 83, 76
23	215, 217, 212
24	41, 48, 44
25	153, 164, 169
26	115, 146, 121
27	197, 209, 208
28	17, 37, 15, 38, 4
29	137, 145, 139
30	70, 72, 79
31	6, 9, 19, 13
32	1, 5, 3, 39
33	11, 29, 36
34	122, 123, 127
35	257, 261, 241, 253
36	66, 73, 80
37	155, 167
38	69, 85
39	49, 63, 51, 54
40	252, 265, 254
41	118, 148, 149
42	10, 22, 28
43	172, 175, 176, 188
44	78, 86, 65
45	119, 130, 136
46	23, 33, 25
47	180, 186, 183
48	99, 102
49	173, 194, 177
50	95, 100
51	158, 163, 161
52	116, 133, 128
53	20, 27, 24
54	216, 228, 213, 231
55	219, 220, 227
56	232, 239, 229
57	59, 61, 43
58	109, 114, 90
59	203, 207
60	93, 111
61	170, 184, 192
62	131, 135, 147, 126
63	151, 166, 159
64	132, 142, 125
65	117, 134
66	255, 262, 240
67	181, 195, 193
68	97, 101, 108, 89
69	40, 45, 56, 42
70	246, 258, 256, 247
71	178, 190, 171
72	124, 138
73	182, 189, 174
74	248, 249, 245, 266
75	226, 235, 225, 221
76	129, 144
77	92, 107, 106
78	201, 210, 198
79	154, 160, 150
80	120, 141
81	57, 62
82	140, 143
83	244, 263
84	234, 237
