0	11, 36
1	254, 265, 252
2	93, 111
3	152, 162, 165
4	23, 33, 25
5	156, 157
6	173, 194, 177
7	1, 39, 5, 3
8	72, 79
9	115, 146
10	232, 239, 229
11	76, 83, 64, 87
12	6, 9
13	119, 130, 136
14	118, 148
15	12, 30, 26
16	116, 133
17	211, 222, 218
18	67, 82
19	200, 205, 204
20	223, 230, 236, 238
21	172, 175, 176, 188
22	208, 209, 197
23	41, 48
24	250, 264, 243, 267
25	180, 186
26	153, 164, 169
27	214, 224, 233
28	68, 88
29	103, 104, 96
30	2, 18
31	4, 38, 37, 15
32	170, 192, 184
33	50, 53, 58, 47
34	71, 75
35	8, 32, 16
36	131, 135, 126
37	215, 217
38	91, 105, 94
39	251, 259, 260
40	240, 262, 255
41	110, 112, 98
42	174, 182
43	178, 190, 171
44	66, 80
45	14, 34, 7
46	117, 134
47	181, 195
48	256, 258, 247
49	97, 101, 108
50	187, 191, 179
51	124, 138
52	219, 227, 220
53	132, 142
54	253, 257, 241, 261
55	42, 45, 56, 40
56	226, 235, 225, 221
57	196, 206
58	161, 163
59	198, 210
60	154, 160
61	90, 114
62	54, 63, 51
63	139, 145
64	92, 107
65	213, 216, 228, 231
66	245, 249, 248, 266
67	57, 62
68	52, 55
69	244, 263
70	122, 127
71	234, 237
72	46, 60
73	10, 28
74	13, 19
75	151, 159
76	43, 61
77	17
78	20
79	21
80	22
81	24
82	27
83	29
84	31
85	35
86	44
87	49
88	59
89	65
90	69
91	70
92	73
93	74
94	77
95	78
96	81
97	84
98	85
99	86
100	89
101	95
102	99
103	100
104	102
105	106
106	109
107	113
108	120
109	121
110	123
111	125
112	128
113	129
114	137
115	140
116	141
117	143
118	144
119	147
120	149
121	150
122	155
123	158
124	166
125	167
126	168
127	183
128	185
129	189
130	193
131	199
132	201
133	202
134	203
135	207
136	212
137	242
138	246
