19, 70
44, 167
102, 106
114, 236
55, 126
133, 263
95, 199
13, 229
137, 162
17, 207
121, 168
77, 107
70, 146
13, 193
9, 13
121, 132
31, 85
92, 104
199, 202
86, 99
137, 237
25, 193
11, 120
139, 189
77, 167
21, 181
77, 132
212, 227
24, 155
168, 237
85, 89
60, 131
27, 162
28, 149
96, 137
34, 65
103, 134
31, 88
125, 189
86, 220
145, 149
12, 62
29, 258
201, 207
8, 129
89, 212
121, 185
65, 99
21, 128
26, 145
84, 153
44, 84
84, 121
75, 99
137, 160
185, 199
171, 242
67, 263
46, 158
141, 150
85, 204
95, 228
100, 112
168, 263
186, 203
132, 157
212, 217
95, 239
85, 111
120, 166
149, 238
155, 226
27, 85
12, 100
2, 78
224, 262
44, 214
158, 199
199, 215
29, 218
141, 203
102, 201
150, 227
89, 261
155, 242
120, 201
31, 89
29, 158
106, 155
44, 142
125, 132
17, 196
89, 183
28, 33
31, 190
84, 106
149, 213
183, 265
78, 95
95, 237
