69, 205
7, 237
59, 212
70, 184
73, 115
9, 51
20, 225
149, 197
48, 58
149, 210
79, 93
31, 212
80, 134
101, 161
95, 124
123, 189
107, 220
127, 221
59, 209
19, 220
4, 146
99, 252
9, 242
164, 167
62, 70
50, 195
49, 191
58, 183
10, 40
167, 212
106, 154
141, 242
157, 210
129, 246
48, 119
117, 252
51, 92
59, 222
164, 187
40, 74
64, 167
30, 176
126, 193
22, 260
89, 123
21, 147
29, 63
121, 161
20, 135
122, 155
31, 103
6, 40
44, 236
104, 202
48, 180
9, 236
113, 126
54, 201
38, 141
29, 217
109, 250
149, 153
101, 186
124, 206
30, 154
71, 182
51, 246
161, 163
119, 124
149, 183
125, 128
45, 160
106, 201
118, 125
154, 225
148, 201
88, 181
211, 260
39, 243
106, 131
43, 44
24, 134
47, 78
59, 90
38, 155
18, 40
10, 125
15, 58
6, 157
73, 100
44, 120
145, 183
24, 266
78, 91
90, 149
29, 137
31, 79
15, 82
73, 168
207, 214
