102, 230
89, 95
44, 181
81, 154
93, 202
31, 129
43, 128
158, 256
77, 183
21, 236
14, 35
46, 141
99, 151
100, 224
74, 189
104, 182
89, 158
100, 195
21, 100
70, 220
145, 195
48, 202
85, 128
77, 263
165, 232
30, 128
80, 95
151, 200
8, 41
154, 246
167, 204
183, 213
255, 261
218, 242
141, 237
44, 93
128, 202
141, 155
156, 202
128, 167
16, 21
158, 175
25, 79
44, 103
69, 193
205, 244
102, 103
21, 164
227, 233
39, 184
89, 201
118, 167
60, 182
66, 102
81, 82
31, 265
104, 120
94, 159
77, 95
85, 165
125, 246
99, 183
47, 150
81, 178
242, 259
124, 156
85, 150
164, 189
231, 236
89, 210
166, 204
157, 246
44, 207
31, 223
109, 120
44, 138
144, 201
12, 167
82, 195
99, 184
89, 234
52, 183
120, 262
104, 166
183, 186
157, 168
116, 150
49, 167
43, 156
99, 193
77, 189
80, 188
2, 81
46, 171
158, 168
89, 100
57, 120
100, 202
246, 262
182, 202
