168, 187
118, 190
44, 195
149, 241
30, 240
107, 206
78, 154
46, 219
63, 143
25, 145
77, 244
26, 78
163, 193
12, 25
67, 234
43, 231
103, 182
147, 232
169, 194
30, 87
115, 169
30, 218
94, 99
123, 228
178, 256
19, 154
69, 153
8, 47
27, 35
99, 122
102, 171
125, 237
125, 224
32, 131
63, 137
89, 240
57, 204
63, 136
28, 68
144, 198
42, 195
135, 186
188, 239
12, 92
142, 176
97, 107
6, 16
78, 253
46, 181
35, 158
9, 115
27, 256
121, 173
129, 193
138, 197
81, 251
95, 236
50, 147
140, 262
48, 199
123, 192
66, 113
103, 125
85, 149
109, 237
99, 166
156, 210
19, 192
15, 35
5, 232
112, 222
90, 187
156, 174
107, 130
56, 132
9, 94
53, 234
76, 78
85, 228
110, 208
122, 259
71, 243
186, 257
11, 184
96, 178
153, 236
60, 215
161, 184
83, 260
115, 144
42, 157
151, 244
47, 104
33, 140
15, 141
111, 173
83, 149
130, 205
155, 216
48, 52
