85, 99
82, 165
56, 57
166, 228
102, 213
154, 264
10, 218
166, 174
30, 267
61, 69
2, 18
213, 216
11, 65
119, 227
220, 246
95, 186
55, 65
82, 143
99, 161
22, 199
69, 125
57, 85
182, 237
88, 228
217, 218
87, 124
64, 106
20, 91
22, 74
81, 241
51, 213
103, 181
94, 156
110, 159
171, 189
51, 203
119, 135
9, 66
99, 224
63, 66
32, 97
30, 196
165, 259
98, 197
112, 175
89, 178
41, 146
23, 39
152, 170
105, 205
113, 203
9, 227
150, 182
35, 215
51, 208
10, 184
144, 248
207, 237
197, 240
112, 129
110, 118
133, 201
97, 185
41, 203
75, 266
134, 220
53, 225
35, 212
7, 45
77, 218
171, 239
182, 207
56, 118
97, 239
92, 267
43, 119
90, 165
51, 106
210, 245
37, 73
107, 145
48, 172
50, 170
17, 262
81, 185
207, 259
147, 164
56, 212
62, 130
230, 248
16, 194
240, 260
83, 88
39, 180
95, 137
11, 61
105, 226
191, 246
61, 105
123, 166
