0	118, 148
1	254, 265, 252
2	76, 83
3	3, 5, 1, 39
4	119, 130, 136
5	67, 82
6	200, 205, 204
7	230, 236, 223, 238
8	6, 9
9	91, 105, 94
10	41, 48
11	152, 162, 165
12	8, 32, 16
13	2, 18
14	156, 157
15	211, 218
16	96, 103, 104
17	12, 30, 26
18	180, 186
19	53, 58, 50, 47
20	215, 217
21	172, 175, 176, 188
22	64, 87
23	214, 224, 233
24	93, 111
25	23, 33, 25
26	173, 194, 177
27	153, 169, 164
28	71, 75
29	131, 135, 126
30	116, 133
31	170, 192, 184
32	68, 88
33	232, 239, 229
34	11, 36
35	250, 264, 243, 267
36	115, 146
37	171, 190, 178
38	15, 38
39	66, 80
40	253, 257, 241, 261
41	251, 260
42	4, 37
43	256, 258
44	124, 138
45	196, 206
46	219, 227, 220
47	98, 112, 110
48	97, 101, 108
49	240, 262, 255
50	174, 182
51	226, 235, 221
52	132, 142
53	7, 14, 34
54	181, 195
55	42, 45, 56
56	187, 191, 179
57	51, 63, 54
58	139, 145
59	92, 107
60	154, 160
61	90, 114
62	161, 163
63	245, 249
64	213, 216, 228, 231
65	244, 263
66	52, 55
67	122, 127
68	13, 19
69	46, 60
70	234, 237
71	10, 28
72	248, 266
73	151, 159
74	43, 61
75	17
76	20
77	21
78	22
79	24
80	27
81	29
82	31
83	35
84	40
85	44
86	49
87	57
88	59
89	62
90	65
91	69
92	70
93	72
94	73
95	74
96	77
97	78
98	79
99	81
100	84
101	85
102	86
103	89
104	95
105	99
106	100
107	102
108	106
109	109
110	113
111	117
112	120
113	121
114	123
115	125
116	128
117	129
118	134
119	137
120	140
121	141
122	143
123	144
124	147
125	149
126	150
127	155
128	158
129	166
130	167
131	168
132	183
133	185
134	189
135	193
136	197
137	198
138	199
139	201
140	202
141	203
142	207
143	208
144	209
145	210
146	212
147	222
148	225
149	242
150	246
151	247
152	259
