0	67, 77, 82
1	257, 261, 241, 253
2	152, 165, 162
3	15, 17, 37, 38, 4
4	153, 164, 169
5	185, 191, 187, 179
6	119, 130, 136
7	99, 102
8	196, 199, 206
9	96, 104, 103
10	3, 5, 1, 39
11	64, 87, 83, 76
12	259, 260, 242, 251
13	252, 265, 254
14	202, 205, 204, 200
15	151, 166, 159
16	78, 86, 65
17	53, 58, 50, 47
18	16, 21, 8, 32
19	215, 217, 212
20	211, 222, 218
21	216, 228, 213, 231
22	7, 31, 34, 14
23	2, 18, 35
24	180, 186, 183
25	156, 157, 168
26	137, 139, 145
27	6, 9, 19, 13
28	49, 63, 51, 54
29	176, 188, 172, 175
30	71, 74, 75, 84
31	66, 73, 80
32	170, 184, 192
33	20, 27, 24
34	68, 81, 88
35	223, 230, 238, 236
36	95, 100
37	70, 72, 79
38	69, 85
39	116, 133, 128
40	131, 135, 147, 126
41	243, 250, 264, 267
42	158, 163, 161
43	208, 209, 197
44	115, 146, 121
45	12, 30, 26
46	109, 114, 90
47	232, 239, 229
48	91, 105, 94
49	155, 167
50	203, 207
51	59, 61, 43
52	93, 111
53	25, 33, 23
54	11, 29, 36
55	98, 110, 112, 113
56	214, 224, 233
57	52, 60, 46, 55
58	219, 220, 227
59	41, 48, 44
60	122, 123, 127
61	173, 194, 177
62	10, 22, 28
63	118, 148, 149
64	255, 262, 240
65	181, 195, 193
66	97, 108, 101, 89
67	42, 45, 40, 56
68	174, 182, 189
69	247, 256, 258, 246
70	124, 138
71	171, 190, 178
72	129, 144
73	226, 235, 225, 221
74	248, 249, 245, 266
75	132, 142, 125
76	117, 134
77	106, 107, 92
78	198, 210, 201
79	154, 160, 150
80	244, 263
81	120, 141
82	140, 143
83	57, 62
84	234, 237
