0	96, 103, 104
1	71, 75
2	215, 217
3	152, 162
4	131, 135
5	23, 33
6	176, 188, 172
7	76, 83
8	2, 18
9	50, 53
10	232, 239
11	230, 236, 223, 238
12	12, 30
13	8, 32, 16
14	11, 36
15	171, 190
16	219, 227
17	253, 257
18	4, 37
19	196, 206
20	119, 136
21	187, 191, 179
22	15, 38
23	174, 182
24	256, 258
25	240, 262, 255
26	14, 34
27	132, 142
28	97, 108
29	66, 80
30	245, 249
31	45, 56
32	213, 216
33	92, 107
34	54, 63
35	177, 194
36	52, 55
37	151, 159
38	228, 231
39	1
40	3
41	5
42	6
43	7
44	9
45	10
46	13
47	17
48	19
49	20
50	21
51	22
52	24
53	25
54	26
55	27
56	28
57	29
58	31
59	35
60	39
61	40
62	41
63	42
64	43
65	44
66	46
67	47
68	48
69	49
70	51
71	57
72	58
73	59
74	60
75	61
76	62
77	64
78	65
79	67
80	68
81	69
82	70
83	72
84	73
85	74
86	77
87	78
88	79
89	81
90	82
91	84
92	85
93	86
94	87
95	88
96	89
97	90
98	91
99	93
100	94
101	95
102	98
103	99
104	100
105	101
106	102
107	105
108	106
109	109
110	110
111	111
112	112
113	113
114	114
115	115
116	116
117	117
118	118
119	120
120	121
121	122
122	123
123	124
124	125
125	126
126	127
127	128
128	129
129	130
130	133
131	134
132	137
133	138
134	139
135	140
136	141
137	143
138	144
139	145
140	146
141	147
142	148
143	149
144	150
145	153
146	154
147	155
148	156
149	157
150	158
151	160
152	161
153	163
154	164
155	165
156	166
157	167
158	168
159	169
160	170
161	173
162	175
163	178
164	180
165	181
166	183
167	184
168	185
169	186
170	189
171	192
172	193
173	195
174	197
175	198
176	199
177	200
178	201
179	202
180	203
181	204
182	205
183	207
184	208
185	209
186	210
187	211
188	212
189	214
190	218
191	220
192	221
193	222
194	224
195	225
196	226
197	229
198	233
199	234
200	235
201	237
202	241
203	242
204	243
205	244
206	246
207	247
208	248
209	250
210	251
211	252
212	254
213	259
214	260
215	261
216	263
217	264
218	265
219	266
220	267
